Label (Grouping),Year,Total:,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
"Census Tract 56.02, Multnomah County, Oregon!!Estimate",2021,846,30,0,0,0,0,0,0,0,38,0,0,0,0,0,0,68,138,45,141,79,227,80,0,0
"Census Tract 57.01, Multnomah County, Oregon!!Estimate",2021,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,20,0,39,14,154,19,19,51
"Census Tract 57.02, Multnomah County, Oregon!!Estimate",2021,"3,138",0,0,0,0,0,0,0,33,0,0,21,0,0,22,17,72,63,95,545,75,"1,269",587,169,170
"Census Tract 58, Multnomah County, Oregon!!Estimate",2021,"3,625",15,0,0,0,0,0,0,0,0,0,25,0,0,1,0,122,23,122,373,261,"1,241",657,430,355
"Census Tract 59.01, Multnomah County, Oregon!!Estimate",2021,"2,199",0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,38,0,7,449,93,"1,042",359,102,87
"Census Tract 59.02, Multnomah County, Oregon!!Estimate",2021,"2,914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,18,78,205,58,"1,029",732,547,196
"Census Tract 59.03, Multnomah County, Oregon!!Estimate",2021,"2,723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,54,320,146,"1,176",572,318,40
"Census Tract 60.01, Multnomah County, Oregon!!Estimate",2021,"1,194",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,19,12,23,120,8,567,223,156,64
"Census Tract 60.02, Multnomah County, Oregon!!Estimate",2021,"1,818",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,159,16,76,124,99,710,350,159,107
"Census Tract 61, Multnomah County, Oregon!!Estimate",2021,"2,023",8,0,0,0,0,0,0,0,0,6,0,0,31,0,0,132,28,0,164,31,824,536,202,61
"Census Tract 62, Multnomah County, Oregon!!Estimate",2021,"2,522",0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,161,14,89,201,205,"1,098",438,192,120
"Census Tract 63, Multnomah County, Oregon!!Estimate",2021,"3,391",14,0,0,0,0,0,0,0,0,0,0,8,0,17,6,155,8,82,439,93,"1,393",566,529,81
"Census Tract 64.02, Multnomah County, Oregon!!Estimate",2021,"4,687",0,0,0,0,0,33,0,0,0,0,0,0,0,5,15,269,0,189,441,159,"1,745",944,615,272
"Census Tract 64.03, Multnomah County, Oregon!!Estimate",2021,"3,202",49,0,0,0,0,0,0,0,0,2,144,0,12,34,45,248,105,251,404,283,"1,119",330,152,24
"Census Tract 64.04, Multnomah County, Oregon!!Estimate",2021,"2,781",8,0,0,0,0,0,0,0,0,0,0,0,8,33,13,244,44,110,396,248,862,456,265,94
"Census Tract 65.01, Multnomah County, Oregon!!Estimate",2021,"4,431",0,0,0,0,0,0,0,0,0,0,24,0,63,0,11,457,33,254,615,242,"1,577",743,293,119
"Census Tract 65.02, Multnomah County, Oregon!!Estimate",2021,"3,814",0,0,0,0,0,0,0,0,1,0,0,20,0,75,0,275,15,65,771,251,"1,519",586,136,100
"Census Tract 66.01, Multnomah County, Oregon!!Estimate",2021,"2,233",0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,129,27,65,323,111,921,334,163,152
"Census Tract 66.02, Multnomah County, Oregon!!Estimate",2021,"4,266",0,0,0,0,0,0,0,0,21,0,30,0,0,0,34,259,42,101,596,237,"1,522","1,033",222,169
"Census Tract 67.01, Multnomah County, Oregon!!Estimate",2021,"2,344",5,0,0,0,0,0,0,0,0,0,0,0,9,0,7,225,19,112,184,141,"1,000",457,102,83
"Census Tract 67.02, Multnomah County, Oregon!!Estimate",2021,"2,547",8,0,0,0,0,0,0,0,0,0,91,0,0,7,9,218,62,115,324,76,965,379,197,96
"Census Tract 68.01, Multnomah County, Oregon!!Estimate",2021,"1,591",0,0,0,0,0,0,0,0,1,0,9,0,39,7,14,162,35,75,147,27,508,372,119,76
"Census Tract 68.02, Multnomah County, Oregon!!Estimate",2021,"2,766",80,0,0,0,0,0,0,0,3,0,0,0,0,0,34,132,8,50,311,167,975,505,307,194
"Census Tract 69, Multnomah County, Oregon!!Estimate",2021,"1,976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,20,8,247,49,771,428,264,64
"Census Tract 70.01, Multnomah County, Oregon!!Estimate",2021,"3,928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,29,60,304,131,"1,511",982,565,214
"Census Tract 70.02, Multnomah County, Oregon!!Estimate",2021,"2,145",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,98,122,100,836,664,205,44
"Census Tract 71, Multnomah County, Oregon!!Estimate",2021,"1,782",0,0,0,0,0,0,18,0,0,0,0,0,28,8,59,198,21,78,470,106,504,220,46,26
"Census Tract 72.01, Multnomah County, Oregon!!Estimate",2021,"2,096",24,0,0,0,0,0,14,0,0,0,10,0,35,54,36,369,66,197,378,214,343,251,51,54
"Census Tract 72.02, Multnomah County, Oregon!!Estimate",2021,"2,495",49,0,0,0,0,0,58,0,108,0,15,0,0,13,39,226,48,77,541,289,788,144,50,50
"Census Tract 73, Multnomah County, Oregon!!Estimate",2021,934,7,0,0,0,0,0,0,4,4,10,17,21,41,50,12,140,159,203,195,46,15,5,5,0
"Census Tract 74, Multnomah County, Oregon!!Estimate",2021,"2,332",39,0,0,0,0,16,0,50,56,0,42,50,11,17,45,258,66,133,377,214,586,276,45,51
"Census Tract 75, Multnomah County, Oregon!!Estimate",2021,"3,614",39,0,0,0,0,0,0,5,0,0,28,4,16,16,57,588,153,124,562,220,"1,199",398,101,104
"Census Tract 76, Multnomah County, Oregon!!Estimate",2021,"2,501",81,0,0,0,0,0,0,0,115,0,19,65,5,22,135,363,128,96,376,157,710,175,40,14
"Census Tract 77, Multnomah County, Oregon!!Estimate",2021,"1,759",8,0,0,0,0,0,0,0,16,22,2,7,15,41,36,403,60,76,246,201,467,114,5,40
"Census Tract 78, Multnomah County, Oregon!!Estimate",2021,"1,571",18,16,0,0,1,0,0,0,43,7,0,6,32,32,30,398,73,124,235,152,265,89,36,14
"Census Tract 79, Multnomah County, Oregon!!Estimate",2021,"3,152",127,0,0,0,0,0,0,0,36,36,37,41,50,24,140,651,52,207,593,228,618,227,75,10
"Census Tract 80.01, Multnomah County, Oregon!!Estimate",2021,"2,388",75,0,0,0,0,0,0,0,0,0,24,5,45,40,76,450,96,189,352,288,583,131,12,22
"Census Tract 80.02, Multnomah County, Oregon!!Estimate",2021,"2,494",45,0,0,0,0,0,0,0,71,15,0,112,4,19,0,661,16,133,582,200,456,164,6,10
"Census Tract 81, Multnomah County, Oregon!!Estimate",2021,"6,073",120,6,0,0,0,0,0,59,78,0,31,90,47,117,103,"1,833",475,250,552,637,"1,199",387,4,85
"Census Tract 82.01, Multnomah County, Oregon!!Estimate",2021,"2,448",140,0,0,0,0,8,0,19,33,10,10,24,35,25,61,289,105,114,449,124,628,311,63,0
"Census Tract 82.03, Multnomah County, Oregon!!Estimate",2021,"4,202",0,0,0,0,0,13,50,62,0,73,0,39,48,15,124,"1,233",200,249,759,443,634,191,54,15
"Census Tract 82.04, Multnomah County, Oregon!!Estimate",2021,"1,857",47,84,0,0,0,0,0,22,233,0,31,80,8,55,159,491,4,75,220,216,53,79,0,0
"Census Tract 83.01, Multnomah County, Oregon!!Estimate",2021,"2,884",206,0,0,15,17,28,0,0,11,10,51,45,21,17,128,511,87,106,484,284,605,163,44,51
"Census Tract 83.02, Multnomah County, Oregon!!Estimate",2021,"3,531",149,0,0,0,0,0,9,81,33,0,16,44,129,112,61,693,218,175,560,442,511,264,3,31
"Census Tract 84, Multnomah County, Oregon!!Estimate",2021,"3,183",189,0,0,0,0,0,0,7,55,0,99,57,27,79,98,584,148,545,383,225,560,121,0,6
"Census Tract 85, Multnomah County, Oregon!!Estimate",2021,"3,045",194,0,9,0,0,0,0,0,14,12,0,78,38,131,102,642,139,288,444,291,469,136,30,28
"Census Tract 86, Multnomah County, Oregon!!Estimate",2021,"3,064",99,0,0,0,0,0,10,16,0,76,13,0,8,79,169,595,199,327,443,293,508,117,22,90
"Census Tract 87, Multnomah County, Oregon!!Estimate",2021,"3,755",138,0,0,19,9,0,0,38,0,0,17,84,30,68,41,649,457,210,484,177,861,347,12,114
"Census Tract 88, Multnomah County, Oregon!!Estimate",2021,"3,151",41,0,0,0,0,0,5,0,44,3,12,81,36,28,5,616,133,233,483,336,695,252,105,43
"Census Tract 89.02, Multnomah County, Oregon!!Estimate",2021,"3,185",29,0,0,0,0,0,68,0,0,0,0,0,47,51,129,682,230,225,458,424,638,164,9,31
"Census Tract 89.03, Multnomah County, Oregon!!Estimate",2021,"3,439",50,0,0,0,0,24,0,11,0,0,19,39,41,37,25,539,72,241,623,400,582,507,203,26
"Census Tract 89.04, Multnomah County, Oregon!!Estimate",2021,"3,649",59,0,0,0,18,75,0,4,0,0,100,48,153,1,49,793,128,306,528,376,703,226,82,0
"Census Tract 90.01, Multnomah County, Oregon!!Estimate",2021,"3,913",0,0,0,0,0,0,0,0,46,0,12,19,72,0,318,"1,117",278,279,668,474,386,244,0,0
"Census Tract 90.02, Multnomah County, Oregon!!Estimate",2021,"3,027",29,0,0,67,0,0,0,0,110,0,0,52,6,84,167,446,269,412,365,480,319,139,72,10
"Census Tract 91.01, Multnomah County, Oregon!!Estimate",2021,"3,987",137,0,0,0,51,15,0,0,81,86,4,62,65,146,95,"1,005",213,493,478,492,506,58,0,0
"Census Tract 91.02, Multnomah County, Oregon!!Estimate",2021,"4,303",40,0,0,0,0,17,30,8,44,38,62,0,44,16,36,"1,487",171,404,667,342,491,159,237,10
"Census Tract 92.02, Multnomah County, Oregon!!Estimate",2021,"4,241",163,0,0,29,0,0,0,122,77,0,45,103,56,104,128,664,428,181,689,701,481,229,20,21
"Census Tract 92.03, Multnomah County, Oregon!!Estimate",2021,"2,286",55,0,0,46,0,0,35,0,0,0,44,32,0,30,96,624,63,180,279,172,334,280,16,0
"Census Tract 92.04, Multnomah County, Oregon!!Estimate",2021,"3,003",122,0,0,0,16,0,0,0,9,21,0,4,18,54,103,436,443,202,599,357,526,93,0,0
"Census Tract 93.01, Multnomah County, Oregon!!Estimate",2021,"4,475",139,0,0,0,0,16,6,0,189,1,0,60,20,47,112,904,76,496,"1,028",446,674,193,59,9
"Census Tract 93.02, Multnomah County, Oregon!!Estimate",2021,"3,714",88,0,0,0,0,0,0,0,0,0,0,0,51,19,163,672,241,449,577,315,842,206,29,62
"Census Tract 94, Multnomah County, Oregon!!Estimate",2021,"5,370",77,0,0,34,29,0,0,0,33,0,18,47,65,52,181,724,133,799,795,430,"1,457",351,117,28
"Census Tract 95.01, Multnomah County, Oregon!!Estimate",2021,"3,353",156,0,0,0,0,0,0,0,0,25,42,0,18,9,141,776,96,307,553,305,675,192,52,6
"Census Tract 95.02, Multnomah County, Oregon!!Estimate",2021,"2,828",71,0,0,0,0,0,0,0,1,26,0,0,52,49,74,593,65,137,349,273,694,320,87,37
"Census Tract 96.03, Multnomah County, Oregon!!Estimate",2021,"2,397",124,0,0,0,0,13,0,21,11,0,26,15,40,39,95,579,119,292,437,273,196,110,7,0
"Census Tract 96.04, Multnomah County, Oregon!!Estimate",2021,"3,663",274,0,0,0,89,12,36,19,87,0,26,95,67,51,30,735,163,419,714,259,443,122,7,15
"Census Tract 96.05, Multnomah County, Oregon!!Estimate",2021,"4,256",45,0,0,0,0,0,0,0,0,0,192,313,83,1,191,857,109,494,785,249,657,246,0,34
"Census Tract 96.06, Multnomah County, Oregon!!Estimate",2021,"3,682",153,0,0,0,0,0,0,50,213,8,99,64,71,0,57,"1,076",221,196,771,171,307,180,41,4
"Census Tract 97.01, Multnomah County, Oregon!!Estimate",2021,"3,192",97,0,0,0,0,0,0,17,9,76,24,7,81,21,43,762,231,303,536,494,255,236,0,0
"Census Tract 97.03, Multnomah County, Oregon!!Estimate",2021,"3,558",78,0,0,0,0,0,50,0,85,0,262,0,27,150,72,694,214,133,672,463,384,250,12,12
"Census Tract 97.04, Multnomah County, Oregon!!Estimate",2021,"2,812",0,0,0,0,0,0,0,0,92,183,59,230,64,163,28,479,130,159,577,271,318,37,0,22
"Census Tract 98.01, Multnomah County, Oregon!!Estimate",2021,"2,438",107,0,0,0,7,0,0,23,24,70,0,54,90,60,68,695,48,217,382,257,261,42,6,27
"Census Tract 98.03, Multnomah County, Oregon!!Estimate",2021,"5,136",82,0,0,53,93,0,0,26,101,0,7,34,13,66,265,"1,120",334,273,934,600,802,261,32,40
"Census Tract 98.04, Multnomah County, Oregon!!Estimate",2021,"2,480",211,0,0,0,0,0,0,0,127,0,0,98,79,5,125,479,38,139,532,136,407,43,19,42
"Census Tract 99.03, Multnomah County, Oregon!!Estimate",2021,"5,327",84,42,0,0,0,0,0,0,78,0,49,0,37,48,199,854,142,431,"1,040",543,"1,026",612,70,72
"Census Tract 99.04, Multnomah County, Oregon!!Estimate",2021,"2,543",23,0,0,0,29,0,0,15,17,0,46,0,12,0,80,581,57,255,559,266,444,127,32,0
"Census Tract 99.05, Multnomah County, Oregon!!Estimate",2021,"2,233",0,0,0,0,0,0,0,0,0,0,13,31,26,46,90,439,64,172,277,428,398,184,57,8
"Census Tract 99.06, Multnomah County, Oregon!!Estimate",2021,"2,990",38,0,0,0,0,0,0,0,0,0,0,0,30,27,24,477,59,190,628,225,959,255,41,37
"Census Tract 99.07, Multnomah County, Oregon!!Estimate",2021,"4,043",51,0,0,0,32,0,9,0,22,0,32,76,26,57,83,845,311,426,548,359,699,325,84,58
"Census Tract 100.01, Multnomah County, Oregon!!Estimate",2021,"4,407",61,0,0,0,0,0,28,0,74,35,0,65,236,39,58,972,311,387,660,311,700,407,43,20
"Census Tract 100.02, Multnomah County, Oregon!!Estimate",2021,"3,938",66,0,0,0,0,0,0,0,7,4,0,0,82,28,36,642,232,186,"1,015",453,849,212,97,29
"Census Tract 101.01, Multnomah County, Oregon!!Estimate",2021,"2,874",10,0,0,0,33,0,0,57,83,0,0,109,17,28,39,674,312,289,457,271,342,153,0,0
"Census Tract 101.02, Multnomah County, Oregon!!Estimate",2021,"3,154",0,0,0,109,0,24,0,0,0,0,0,0,40,114,65,659,89,175,487,564,490,223,56,59
"Census Tract 102, Multnomah County, Oregon!!Estimate",2021,"5,454",81,0,0,0,0,47,39,0,45,0,80,137,98,77,103,"1,118",311,762,999,415,888,210,24,20
"Census Tract 103.03, Multnomah County, Oregon!!Estimate",2021,"3,752",52,0,0,0,0,0,35,0,23,0,83,66,1,88,60,836,264,292,523,423,603,374,17,12
"Census Tract 103.04, Multnomah County, Oregon!!Estimate",2021,"3,168",62,0,0,30,0,45,19,33,126,0,67,112,72,60,65,830,235,243,530,205,230,122,82,0
"Census Tract 103.05, Multnomah County, Oregon!!Estimate",2021,"2,374",64,5,0,0,0,15,0,0,0,0,0,10,21,21,23,531,119,192,500,339,388,125,6,15
"Census Tract 103.06, Multnomah County, Oregon!!Estimate",2021,"3,222",86,0,0,0,0,0,0,0,0,0,0,22,32,7,89,750,109,358,479,393,726,141,9,21
"Census Tract 104.02, Multnomah County, Oregon!!Estimate",2021,"4,282",41,53,0,0,0,0,0,64,60,0,8,0,27,31,39,896,213,425,694,553,849,235,64,30
"Census Tract 104.05, Multnomah County, Oregon!!Estimate",2021,"4,353",12,0,0,0,0,0,45,0,0,0,0,22,37,0,206,"1,164",152,418,682,585,692,183,119,36
"Census Tract 104.07, Multnomah County, Oregon!!Estimate",2021,"3,878",32,7,0,0,0,0,0,0,101,0,19,15,20,31,33,801,231,381,906,420,475,330,55,21
"Census Tract 104.08, Multnomah County, Oregon!!Estimate",2021,"4,320",54,0,0,0,39,0,0,0,42,0,105,75,97,188,242,"1,075",131,448,473,528,747,54,15,7
"Census Tract 104.10, Multnomah County, Oregon!!Estimate",2021,"3,117",0,0,0,0,0,0,0,0,0,0,34,83,138,14,75,828,327,202,489,325,422,171,0,9
"Census Tract 104.11, Multnomah County, Oregon!!Estimate",2021,"2,298",53,0,0,0,0,6,7,0,7,0,10,71,74,22,32,635,166,300,298,340,205,59,13,0
"Census Tract 104.12, Multnomah County, Oregon!!Estimate",2021,"2,169",10,0,0,0,0,0,0,0,0,0,0,13,0,33,21,538,133,300,321,186,524,76,14,0
"Census Tract 104.13, Multnomah County, Oregon!!Estimate",2021,"3,448",31,0,0,0,0,0,0,0,118,0,0,0,0,0,78,646,130,456,666,317,480,418,68,40
"Census Tract 105, Multnomah County, Oregon!!Estimate",2021,"2,763",33,1,0,0,0,0,0,0,8,0,0,6,25,57,58,378,71,166,394,353,877,242,31,63
"Census Tract 106.01, Multnomah County, Oregon!!Estimate",2021,"1,349",21,0,0,0,0,0,15,0,0,0,51,33,11,0,0,176,53,86,349,131,169,148,63,43
"Census Tract 106.02, Multnomah County, Oregon!!Estimate",2021,"1,871",15,0,0,0,0,18,0,0,26,0,11,24,31,56,0,235,174,268,612,39,270,36,15,41
"Census Tract 9800, Multnomah County, Oregon!!Estimate",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
